Word,POS,Lemma
دوہرا,ADJ,دوہرا
بالر,ADV,بالر
نوٹ,PN,نوٹ
مواخذہ,NN,مواخذہ
شیر,ADJ,شیر
پلائی,VB,پی
ئیں,AA,ئیں
غزوات,NN,غزوہ
اجل,PN,اجل
آپنی,ADJ,اپنا
ضروت,NN,ضروت
قیمے,NN,قيمہ
اسرارِ,NN,اسرار
نویسی,NN,نویسی
پیزا,NN,پیزا
تحقيق,NN,تحقیق
تارہ,NN,تارہ
قولِ,NN,قول
مجموع,NN,مجموع
ابوالکلام,PN,ابوالكلام
دقیانوسی,ADJ,دقيانوس
کنندہ,ADJ,كنندہ
حکایتیں,NN,حكایت
پھرتے,CA,پھر
دہری,ADJ,دہری
ٹکے,NN,ٹک
نقطۂ,ADJ,نقطہ
سراؤں,NN,سرا
جائز,TA,جائز
فرمایئے,VB,فرما
خالدہ,ADJ,خالدہ
دعوتیں,NN,دعوت
اورمیں,NN,اورمیں
گنگنا,VB,گنگنا
٫,NN,٫
کچہ,NN,كچہ
سڑ,VB,سڑ
اوئی,ADJ,آوئی
کبوتروں,NN,كبوتر
غصّے,NN,غصہ
بعینہ,ADJ,بعينہ
گیسوں,NN,گيس
عبدالمطلب,PN,عبدالمطلب
بازارِ,NN,بازار
اندلس,PN,اندلس
سکتہ,NN,سکتہ
الفطرت,NN,الفطرت
بوئے,VB,بو
گھبرایا,VB,گھبرا
چونکا,NN,چونک
گھمنڈ,NN,گھمنڈ
تاریں,NN,تار
خلافی,NN,خلافی
ط,PN,ط
صحابی,PN,صحابئ
نڈھال,NN,نڈھال
الاحزاب,PN,الاحزاب
بوپارا,PN,بوپارا
ٹھنڈ,ADJ,ٹھنڈ
عذاب,ADJ,عذاب
جامی,NN,جامی
کوہستان,NN,كوہستان
بھلے,PN,بھلا
سنگر,PN,سنگر
الرزاق,NN,الرزاق
مبتدی,ADJ,مبتدی
انگوٹھی,PN,انگوٹھا
خیراتی,ADJ,خیرات
ہيں,TA,ہيں
پران,NN,پران
نیویگیشن,PN,نيويگيشن
سوختہ,ADJ,سوختہ
ہمین,PN,ہم
یادگار,PN,يادگار
جسد,NN,جسد
رفتگاں,NN,رفتگاں
زکواۃ,NN,زكواۃ
سطحوں,NN,سطح
کرتاہے,VB,کرتاہے
سلالہ,NN,سلالہ
اسٹراس,PN,اسٹراس
شافعی,ADJ,شافعی
چوکیاں,NN,چوکی
تلا,VB,تلا
مندروں,NN,مندر
مہنگائی,PN,مہنگا
حقے,NN,حقہ
بٹھانے,VB,بٹھا
متعلقین,NN,متعلقین
راہل,PN,راہل
کیپ,NN,کیپ
سُنّت,NN,سنت
عرش,ADJ,عرش
میوزک,ADJ,ميوزک
سدھر,VB,سدھر
چمٹ,VB,چمٹ
بےجا,ADJ,بےجا
گاروں,NN,گار
جار,NN,جار
معطر,ADJ,معطر
کئ,NN,کا
سیرِ,NN,سیر
اپریشن,NN,آپریشن
گارڈز,NN,گارڈ
ارم,PN,ارم
مشفق,ADJ,مشفق
نزول,ADJ,نازل
ارمانوں,NN,ارمان
مٹی,ADJ,مٹی
بھا,CA,بھا
تلی,NN,تلی
جکڑے,VB,جكڑ
فاقے,NN,فاقہ
گُڑ,NN,گڑ
رؤف,NN,رؤف
پینٹ,PN,پئنٹ
حمایتیوں,NN,حمايت
تِرے,ADJ,ترا
جہموریت,NN,جہموریت
گنوا,PN,گنوا
عاصمہ,ADJ,عاصمہ
رقیبوں,NN,رقیب
جانئے,VB,جان
وکٹیں,PN,وکٹ
فائق,NN,فائق
اسیرِ,NN,اسیر
جزم,NN,جزم
جنکے,ADJ,جنکا
چاہیئیں,AA,چاہ
حسنہ,ADJ,حسنہ
دِیا,VB,دے
ایاز,NN,اياز
br,NN,br
ہےتو,PN,ہےتو
لالی,ADJ,لالی
+,NN,
آید,PN,آید
دریدہ,ADJ,دریدہ
اقبالؒ,NN,اقبالؒ
ساڈی,PN,ساڈی
الجھنے,VB,اُلجھ
فرامین,PN,فرمان
ماہرانہ,ADJ,ماہر
قہقہ,NN,قہقہ
Labels,NN,Labels
عرس,NN,عرس
ہمّت,NN,ہمت
باھر,NN,باھر
ورحمتہ,PN,ورحمتہ
ٹھہرو,VB,ٹھہر
یکدم,PN,يكدم
عنایات,NN,عنایت
قدسی,NN,قدسی
ناچار,NN,ناچار
پود,NN,پود
سیلِ,NN,سیل
فریاد,PN,فریاد
لیجئے,NN,لیجئے
سجی,VB,سج
ید,PN,ید
تانا,NN,تانا
وسوسے,NN,وسوسہ
سپنر,PN,سپنر
اسٹوری,NN,اسٹوری
—,NN,—
الرحمان,NN,الرحمان
سبط,PN,سبط
ڈھونڈے,VB,ڈھونڈ
الحمداللہ,PN,الحمداللہ
نیر,PN,نير
سولی,PN,سولی
برقعہ,ADV,برقعہ
نسائی,ADJ,نسائی
فہرستیں,NN,فہرست
آٹا,PN,آٹا
ارتداد,NN,رتدد
شرجیل,PN,شرجیل
میراتھن,PN,ميراتھن
خاتونِ,NN,خاتون
چرواہے,NN,چرواہ
سافٹویئر,NN,سافٹویئر
تفصیلاً,ADV,تفصیل
تنہائیوں,NN,تنہا
فرمودات,NN,فرمود
سرکل,PN,سرکل
ونڈوز,ADJ,ونڈوز
ی,VB,ی
کےخلاف,PN,كےخلاف
ژوب,NN,ژوب
سوکھی,ADJ,سوكھی
ویلیوز,PN,ويليو
کوئے,NN,كویہ
غیرضروری,ADJ,غيرضروری
تاراج,NN,تاراج
آمنہ,ADJ,آمنہ
چومنے,VB,چوم
ویکیپیڈیا,PN,ويكيپیڈیا
گزری,ADJ,گزر
ھوئے,NN,ھو
جڑی,VB,جڑ
جراحی,NN,جراحی
خلق,PN,خلق
By,NN,By
ڈیلی,PN,ڈیلی
دکھاوے,NN,دكھاوا
لاکر,PN,لاکر
گھٹیا,NN,گھٹیا
الادب,PN,الادب
اینکر,NN,اینکر
الفاظوں,NN,الفاظ
ٹینٹ,PN,ٹینٹ
بہا,ADJ,بہہ
نرالی,ADJ,نرالا
حواری,NN,حواری
پرسنز,PN,پرسنز
کوفی,PN,كوفی
كچھ,Q,کچھ
سےزیادہ,ADJ,سےزيادہ
جنتی,VB,جنت
ابھری,VB,ابھر
بوس,PN,بوس
پیایچپیبیبی,PN,پيايچپيبیبی
کایہ,NN,كایہ
تلی,VB,تلی
بولڈ,NN,بولڈ
جدا,PN,جدا
طفیل,ADJ,طفیل
مزاکرات,NN,مزاکرات
ادھ,NN,ادھ
سکواڈ,NN,سكواڈ
مورچہ,NN,مورچہ
سنتوں,NN,سنت
بہل,VB,بہل
لفظی,PN,لفظی
Tea,PN,Tea
کینیا,NN,كينیا
مدن,PN,مدن
سماع,NN,سماع
پرا,VB,پرا
منزلہ,ADJ,منزل
پریزنٹیشن,NN,پريزنٹيشن
چرا,NN,چرا
آيا,PN,آ
بھتیجا,NN,بھتیجا
فارسی,VB,فارس
شیرازہ,NN,شیرازہ
دھرن,PN,دھرن
مہماں,NN,مہماں
بانگ,NN,بانگ
فریڈم,PN,فريڈم
کرفیو,PN,کرفیو
کرچکے,AA,کرچکے
کمتر,ADJ,کمتر
کیطرح,NN,كيطرح
پروڈکٹ,NN,پروڈکٹ
نیدرلینڈز,PN,نيدرلينڈز
بچّہ,NN,بچہ
پیٹنا,VB,پيٹ
ہوسٹس,PN,ہوسٹس
مجسٹریٹ,PN,مجسٹريٹ
شیدا,NN,شیدا
چاچو,SC,چاچو
اپکا,PN,اپکا
افزا,PN,افزا
انکم,PN,انکم
کونین,PN,كون
تیسے,NN,تيسا
صا,PN,صاً
میناروں,NN,مينار
زمانی,NN,زماني
ڈارون,NN,ڈارون
کوپن,NN,كوپن
خفی,NN,خفی
مآخذ,NN,مآخذ
دیدۂ,ADJ,ديدہ
ریگولر,PN,ريگولر
آندھیوں,NN,آندھی
زندگي,NN,زندگی
رمشا,PN,رمشا
ارتھ,PN,ارتھ
پیاسا,VB,پياس
مصرع,PN,مصرع
دوسال,NN,دوسال
چھتے,NN,چھتہ
مروڑ,NN,مروڑ
نند,NN,نند
روٹھ,NN,روٹھ
فریادی,NN,فریادی
سنگھار,NN,سنگھار
انگلی,ADJ,انگلی
آندھرا,PN,آندھرا
بخیریت,NN,بخيریت
ابوبکر,VB,ابوبكر
گمانی,NN,گمانی
مگسی,PN,مگسی
دامِ,NN,دام
دوڑے,NN,دوڑا
كو,NN,کو
کمانڈو,PN,کمانڈو
ویژن,PN,ویژن
مقفل,VB,مقفل
ہرات,NN,ہرہ
راجا,ADJ,راجا
بتلائے,VB,بتا
پرنٹر,PN,پرنٹر
بکے,VB,بک
پرل,PN,پرل
دھلائی,NN,دھل
فریبی,NN,فریب
نابینا,VB,نابینا
سوریا,PN,سوريا
مرتبت,NN,مرتبت
لکشمی,PN,لکشمی
ادنیٰ,ADJ,ادنی
امیدِ,NN,امید
بجایا,VB,بج
اُٹھانا,VB,اٹھا
بہُت,NN,بہت
ظہبی,PN,ظہبی
بیت,PN,بیت
تُسی,NN,تسی
دیوتا,NN,ديو
ٹائیم,NN,ٹائیم
شی,PN,شی
شیلا,NN,شیلا
شیرینی,NN,شیریں
پیکجز,NN,پيكج
خفگی,NN,خفگی
پھیلائیں,VB,پھيل
قرۃ,PN,قرۃ
پنڈال,NN,پنڈال
مانسہرہ,NN,مانسہرہ
عنھا,PN,عنھا
چھیڑتے,VB,چھيڑ
سکھ,VB,سکھ
انشاءللہ,NN,انشاءللہ
کرونگا,PN,كرونگا
پیمانہ,ADJ,پیمانہ
گند,ADJ,گند
سیلیکٹ,NN,سيلیکٹ
صریح,NN,صریح
میڈیسن,PN,میڈیسن
ہاف,PN,ہاف
چھیڑ,PN,چھیڑ
سلسہ,NN,سلسہ
سُو,NN,سو
جھٹک,VB,جھٹک
ٹافیاں,NN,ٹافی
وزیراعلی,PN,وزيراعلی
بھاتا,VB,بھا
ثمود,NN,ثمود
دراڑ,NN,دراڑ
بھوپالی,PN,بھوپالی
آپشنز,PN,آپشن
آفیشل,NN,افیشل
متصف,ADJ,متصف
ٹائپوگرافی,NN,ٹائپوگرافی
لامتناہی,ADJ,لامتناہی
آسمان,NN,آسمان
اورنگ,ADJ,اورنگ
کشن,PN,کشن
لینگوئج,PN,لينگویج
دوریاں,NN,دوری
دغا,VB,دغا
سوالنامہ,NN,سوالنامہ
چنوں,NN,چن
قدرِ,NN,قدر
رگڑ,NN,رگڑ
کریکٹر,PN,كریکٹر
آبا,NN,آبا
ہاہاہاہاہاہا,PN,ہاہاہاہاہاہا
ایٹمی,NN,ایٹم
السلامُ,PN,السلام
بھرتی,NN,بھر
ہوشی,PN,ہوشی
وجہِ,NN,وجہ
معبودوں,NN,معبود
چنگی,NN,چنگی
سوچی,VB,سوچ
اطلاقیوں,NN,اطلاق
ائر,NN,ائر
بطن,NN,بطن
ٹرانسلیشن,PN,ٹرانسليشن
کریز,PN,كریز
جوئیں,NN,جو
ناب,NN,ناب
غرباء,NN,غریب
اسلیے,AA,اسلیے
داہنی,ADJ,داہنی
گڈ,NN,گڈ
کربلا,NN,كربلا
آزردہ,ADJ,آزردہ
شخصے,NN,شخص
مجاہدین,ADJ,مجاہد
ٹرمینل,NN,ٹرمينل
جادہ,ADJ,جادہ
الانبیاء,PN,الانبی
سي,CA,سی
گلابوں,NN,گلاب
دیدہ,NN,دیدہ
بکی,VB,بک
چولی,NN,چولی
کارکن,PN,کارکن
لومڑ,PN,لومڑ
مطب,NN,مطب
ایشیز,PN,ایشیز
مادر,PN,مادر
صغیر,PN,صغیر
بہم,NN,بہم
باڑی,NN,باڑ
کنجوس,PN,كنجوس
قیلولہ,NN,قيلولہ
فارمز,NN,فارم
صدائے,PN,صدا
گُر,NN,گر
گزارے,NN,گزار
تھ,PN,تھ
ژاں,NN,ژاں
نمائشی,ADJ,نمائش
باواجی,NN,باواجی
عنہہ,NN,عنہہ
معدہ,NN,معدہ
کلب,PN,کلب
utf,CA,utf
دوگنا,VB,دوگنا
چوزے,NN,چوزہ
زیرہ,NN,زیرہ
ایڈم,PN,ایڈم
پہونچے,VB,پہونچ
زہری,NN,زہری
چاھیئے,AA,چاہ
گائی,NN,گا
خاں,INT,خاں
کیرون,PN,كيرون
انجنیئرنگ,NN,انجنیئرنگ
گمنام,PN,گمنام
میراثی,NN,ميراثی
ڈرائنگ,PN,ڈراينگ
تماشا,PN,تماشا
موسٰی,ADJ,موسیٰ
حفیظ,ADJ,حفیظ
وعلیٰ,PN,وعلی
داراب,NN,داراب
نستعلیقی,ADJ,نستعلیق
قرین,ADJ,قرین
پڑھاتا,VB,پڑھ
فسق,NN,فسق
متحمل,ADJ,متحمل
ملاتا,VB,مل
دینگے,VB,دینگے
تما,NN,تما
گھسا,VB,گھس
فیلڈز,PN,فيلڈ
طنز,PN,طنز
لایعنی,ADJ,لایعنی
چاھتا,AA,چاہ
کےمطابق,PN,كےمطابق
جوانی,PN,جوان
کمند,NN,كمند
استنباط,NN,استنباط
بیدل,PN,بيدل
ویٹر,NN,ويٹر
خیز,VB,خیز
ھوئی,VB,ھو
بھالو,NN,بھالو
جیلانی,NN,جیلانی
بہا,PN,بہہ
ہویا,VB,ہویا
الشفاء,NN,الشفاء
کنگھی,NN,كنگھی
بالضرور,ADJ,بالضرور
زبیدہ,ADJ,زبیدہ
صراط,ADJ,صراط
رازداں,NN,رازداں
صریحاً,ADV,صريح
ٹل,PN,ٹل
سبزے,NN,سبزہ
پرستاروں,NN,پرستار
کمیونسٹ,NN,کمیونسٹ
پرکھ,NN,پرکھ
سنسنی,NN,سنسنی
ریلیف,NN,ريلیف
لاتوں,NN,لات
ہتھکنڈے,NN,ہتھکنڈا
خیبرپختونخوا,NN,خیبرپختونخوا
محال,VB,محال
امراؤ,NN,امراؤ
بسر,MUL,بسر
حلوائی,NN,حلوائی
بالفرض,ADV,بالفرض
فروعی,ADJ,فروعی
عبدالرشید,ADJ,عبدالرشید
نم,ADJ,نم
عش,NN,عش
کھنہ,NN,كھنہ
ہائیکورٹ,PN,ہائیکورٹ
امريکہ,SC,امریکہ
ٹھیلے,NN,ٹھيلہ
کاریاں,NN,كاری
بابر,ADJ,بابر
ہےاور,PN,ہےاور
نارمل,VB,نارمل
اسلامک,ADJ,اِسلامک
ہندکو,PN,ہندکو
ایگزیکٹیو,PN,ایگزیکٹیو
کیجیئے,NN,کیجیئے
کویہ,NN,كویہ
پکی,NN,پک
اجتماعیت,NN,اجتماع
غزنی,NN,غزنی
کنکٹ,NN,كنکٹ
کہاہے,VB,کہاہے
ڈائری,PN,ڈائری
ٹھہرتی,VB,ٹھہر
جیوں,NN,جی
بہنا,NN,بہن
ہورہے,NN,ہورہے
گارے,NN,گارا
سمجھائی,VB,سمجھ
ذھن,NN,ذھن
کانفرس,NN,كانفرس
سمایا,VB,سما
طوفانِ,NN,طوفان
دیدی,VB,دیدی
لاشے,NN,لاشہ
جھلکتی,VB,جھلک
طبلہ,NN,طبلہ
گریگ,PN,گریگ
گرانٹ,PN,گرانٹ
آؤٹ,AA,آؤٹ
الصلوٰۃ,PN,الصلوۃ
آرتھر,PN,آرتھر
بھونکنے,VB,بھونک
ديگر,NN,دیگر
مورکل,PN,مورکل
گھاٹی,NN,گھاٹ
s,PN,s
گزری,NN,گزر
وحی,VB,وحی
اُلٹ,NN,الٹ
توند,NN,توند
پئیں,NN,پئیں
ولسن,PN,ولسن
جایئں,NN,جا
گول,ADJ,گول
ملٹری,NN,ملٹری
اشارات,NN,اشارہ
الوداعی,ADJ,الوداع
سنجے,PN,سنجے
سلیکشن,ADJ,سلیکشن
فضائے,NN,فضا
پھروں,NN,پھر
چھپوا,VB,چھپ
دیجئے,TA,دے
Saleem,PN,Saleem
پِنگ,PN,پنگ
لوٹتا,VB,لوٹ
آنٹی,ADJ,انٹی
عنائت,NN,عنایت
کرخت,ADJ,كرخت
ہائیڈروجن,PN,ہاييڈروجن
امیت,NN,امیت
اہلیانِ,NN,اہلیان
پیٹی,NN,پيٹ
فرمايا,VB,فرما
میمن,NN,میمن
بالز,NN,بال
جھنکار,NN,جھنکار
اچھائی,ADJ,اچھائی
کینسر,PN,كينسر
ہمدم,PN,ہمدم
ڈیمانڈ,NN,ڈيمانڈ
بارڈر,PN,بارڈر
حارث,PN,حارث
ضبطِ,NN,ضبط
اندھے,ADJ,اندھا
خالق,PN,خالق
توجہی,NN,توجہی
شونا,AA,شونا
سرخرو,VB,سرخرو
نائب,PN,نائب
بیشتر,PN,بیشتر
قصرِ,NN,قصر
انٹل,NN,انٹل
ادھورا,PN,اُدھورا
امتیازات,NN,امتياز
اتاریں,VB,اتار
چوک,VB,چوک
لينے,VB,لينے
مارش,NN,مارش
تطبیق,NN,تطبیق
ایکسپورٹ,PN,ایكسپورٹ
عود,NN,عود
تقرب,NN,تقرب
بوسے,NN,بوسہ
گورنر,PN,گورنر
جسکے,AA,جسکا
فگار,NN,فگار
شیکھر,PN,شیکھر
امر,ADJ,امر
جیولری,NN,جيولر
رم,NN,رم
قاسم,ADJ,قاسم
ایکسٹینشن,NN,ايكسٹينشن
اسقدر,ADJ,اسقدر
لکڑیوں,NN,لكڑی
خواندہ,ADJ,خواندہ
پتھری,NN,پتھر
فول,PN,فول
مضموں,NN,مضموں
قَسم,NN,قسم
تھان,NN,تھان
خاشاک,NN,خاشاک
زمینِ,NN,زمین
بانیوں,NN,بانی
ظلمات,NN,ظلم
ہوسٹ,VB,ہوسٹ
تھااور,NN,تھااور
ازسرنو,ADV,ازسرنو
کھینچنا,VB,كھينچ
برداروں,NN,بردار
اندھے,VB,اندھا
پیہم,PN,پیہم
ساگر,NN,ساگر
کیمار,PN,کیمار
بھجوانے,VB,بھیج
سورئہ,PN,سورئہ
ڈرافٹ,NN,ڈرافٹ
پیٹتے,VB,پيٹ
حوالگی,NN,حوالگی
گورا,PN,گورا
ھذا,PN,ھذا
سوجی,NN,سوجی
اینکوڈنگ,PN,اينكوڈنگ
گوانتانامو,PN,گوانتانامو
کارساز,NN,كارساز
چھکا,PN,چھکا
فتووں,NN,فتوی
آرہیں,VB,آرہیں
لگادیا,VB,لگادیا
عراقی,NN,عراق
lol,PN,lol
گھی,PN,گھی
پارٹیز,PN,پارٹی
گاﺅں,NN,گاﺅں
رائج,PN,رائج
فیلو,NN,فيلو
کریسی,PN,کریسی
ہیکر,PN,ہیکر
اسکینڈل,NN,اسكينڈل
رویندر,PN,رویندر
الدولہ,PN,الدولہ
چونک,PN,چونک
پوش,PN,پوش
برساتی,ADJ,برس
ویسٹرن,PN,ويسٹرن
پلنے,VB,پل
آجاؤں,NN,آجاؤں
اوباما,NN,اوباما
ٹوٹا,NN,ٹوٹ
نصیبی,NN,نصیبی
لغوی,NN,لغوی
سہرا,ADJ,سہرا
کلائنٹ,PN,كلائنٹ
ٹھہرنا,VB,ٹھہر
اُڑانے,VB,اڑ
کرشمے,NN,کرشمہ
ٹیمپلیٹس,NN,ٹيمپليٹ
نیازی,NN,نيازی
وظیفے,NN,وظيفہ
سورہ,PN,سورہ
کیےگئے,VB,کیےگئے
سوئچ,NN,سوئچ
خرگوش,ADJ,خرگوش
ہنسا,PN,ہنس
فورسز,ADJ,فورس
چاہيئے,AA,چاہ
خداداد,PN,خدا
مفارقت,NN,مفارقت
کمپائل,NN,كمپائل
چپاتی,NN,چپاتی
بیچاروں,NN,بيچارہ
مصائب,ADJ,مصیبت
بیم,PN,بیم
بونس,NN,بونس
ترکستان,NN,تركستان
مائیکروسوفٹ,NN,مائیکروسوفٹ
ہارورڈ,PN,ہارورڈ
امرتسر,PN,امرتسر
طاہرہ,NN,طاہرہ
حاضریاں,NN,حاضری
لائیک,PN,لائیک
بدعت,ADV,بدعت
مستری,NN,مستری
سَر,NN,سر
سبجیکٹ,NN,سبجیکٹ
0,CA,0
تکلف,ADJ,تكلف
مٹ,NN,مٹ
بہاری,ADJ,بہاری
ذرا,AA,ذرا
فضائل,PN,فضائل
فل,ADJ,فل
طشت,NN,طشت
بلکے,NN,بلکہ
مادہ,ADJ,مادہ
تھوڑی,VB,تھوڑا
پہلوں,NN,پہلو
ننگ,PN,ننگ
الٰہیہ,PN,الہیہ
لولز,PN,لولز
متقی,NN,متقی
بوئنگ,NN,بوئنگ
مولد,PN,مولد
العمل,NN,العمل
نالج,NN,نالج
اگے,VB,آگے
فیصل,PN,فيصل
کھلاتی,VB,كھا
دھڑام,NN,دھڑام
آئسکریم,ADJ,آئسکریم
لُطف,NN,لطف
ربا,PN,ربا
آبپاشی,NN,آبپاش
روک,PN,روک
وتد,NN,وتد
سچی,VB,سچ
اُتر,ADJ,اتر
معرضِ,NN,معرض
چکھنے,VB,چکھ
اجڑ,VB,اجڑ
نظاروں,NN,نظارہ
جھیلیں,NN,جھيل
شکری,NN,شکری
ھوتا,AA,ھو
مبشر,PN,مبشر
ث,NN,ث
ہیلن,PN,ہيلن
لطیف,ADJ,لطیف
شکستِ,NN,شکست
ڈراتے,VB,ڈر
یخ,PN,یخ
کھود,NN,كھود
کھولوں,NN,كھول
عیسوی,ADJ,عيسوی
پلٹ,MUL,پلٹ
افشا,VB,افشا
مزارِ,NN,مزار
محتاجوں,NN,محتاج
مکتبِ,NN,مكتب
نجد,NN,نجد
پگڈنڈی,NN,پگڈنڈی
÷,NN,÷
کنوارے,NN,كنوارہ
دکھ,CA,دکھ
مورکل,NN,مورکل
پینڈو,PN,پينڈو
کف,NN,کف
اوسکی,ADJ,اوسکی
بھلانے,VB,بھلا
عتیق,NN,عتیق
مستثنیٰ,ADJ,مستثنیٰ
توہمات,NN,توہمت
مثالِ,NN,مثال
سائکل,NN,سائکل
مؤرخ,NN,مورخ
انگ,NN,انگ
مکمل,PN,مکمل
شرمسار,NN,شرمسار
تندولکر,PN,تندولکر
اپر,PN,اپر
احمدی,NN,احمدی
منقول,VB,منقول
کردئیے,VB,کردئیے
بائٹس,PN,بائٹ
اہلیان,NN,اہليان
نزاع,NN,نزاع
جسکی,NN,جسکا
جاسوسوں,NN,جاسوس
مصرعے,ADJ,مصرعہ
کہن,NN,كہن
سٹوڈنٹس,NN,سٹوڈنٹ
ڈیموکریٹ,NN,ڈيموكريٹ
طمانیت,NN,طمانیت
بنام,PN,بنام
کمانڈوز,PN,كمانڈو
ملیہ,PN,ملیہ
سرکش,ADJ,سرکش
گہنا,VB,گہنا
ریشے,NN,ريشہ
والدِ,NN,والد
وسعتِ,NN,وسعت
اتھاہ,ADJ,اتھاہ
سمجھاؤں,VB,سمجھ
بولیوں,NN,بولی
ماجد,PN,ماجد
گریجویشن,NN,گريجويشن
حُسین,PN,حسین
سندھی,VB,سندھ
عیسٰی,ADJ,عیسٰی
باربار,NN,باربار
رُو,PN,رو
شما,PN,شما
پیدائشی,NN,پیدائش
الیکٹرونک,PN,الیکٹرونک
بجھنے,VB,بجھ
پکاریں,VB,پكار
mfdarvesh,PN,mfdarvesh
کاکہنا,VB,کہاكہ
واجبی,ADJ,واجبی
بادی,NN,بادی
آُ,PN,ا
جگہہ,NN,جگہہ
آغازِ,NN,آغاز
صحت,PN,صحت
تھکے,NN,تھک
پاسِ,NN,پاس
بائیک,NN,بائیک
درباریوں,NN,درباری
ساڈے,NN,ساڈے
سکیل,NN,سکیل
ڈاکے,NN,ڈاکا
شائید,NN,شائید
غمازی,NN,غمازی
ابھارنے,VB,اُبھار
طلسمِ,NN,طلسم
بےشمار,ADJ,بےشمار
مچان,NN,مچان
رکعتیں,NN,ركعت
پرورش,VB,پرورش
سِوا,NN,سوا
رہئیے,AA,رہ
ملعون,NN,ملعون
ڈچ,PN,ڈچ
ماڈیول,NN,ماڈيول
سکڑ,VB,سكڑ
کرائم,NN,کرائم
مکر,VB,مکر
گراس,PN,گراس
بورڈنگ,NN,بورڈنگ
مچائی,VB,مچ
میسی,PN,ميسی
ڈریں,VB,ڈر
اونچا,PN,اونچا
ریسکیو,PN,ريسكیو
مکھن,PN,مکھن
دھڑکنوں,NN,دھڑكن
نعم,PN,نعم
پگلی,NN,پگلا
خشت,NN,خشت
گیئں,AA,گیئں
نمٹانے,VB,نمٹ
پُرانی,ADJ,پرانا
درگزر,ADJ,درگزر
سربلندی,NN,سربلند
درندہ,ADJ,درندہ
مدین,PN,مدین
منہمک,ADJ,منہمک
معدنی,ADJ,معدنی
فیکٹریاں,NN,فيكٹری
وزٹ,PN,وزٹ
اُڑتے,VB,اڑ
ایپ,PN,ایپ
بمقام,PN,بمقام
فرشِ,NN,فرش
بحثیت,ADV,بحثيت
پرائی,ADJ,پرائی
بھیڑیا,VB,بھيڑ
حیوانی,ADJ,حيوان
خامۂ,PN,خامہ
بنگش,NN,بنگش
نوکِ,NN,نوک
قمری,NN,قمری
ففٹی,NN,ففٹی
رائج,ADJ,رائج
مایا,PN,مایا
تانکہ,SC,تانکہ
دلشاد,NN,دلشاد
کھوسہ,PN,كھوسہ
بوڑھی,NN,بوڑھا
اپلائی,NN,اپلائی
بلاؤ,NN,بلا
باریکیوں,NN,باریک
ساریاں,NN,ساری
ناجانے,VB,ناجانے
ایڈمن,ADJ,ايڈمن
گستاخ,PN,گستاخ
کےپاس,NN,كےپاس
ہُوا,AA,ہو
چبوترے,NN,چبوترہ
مونس,PN,مونس
نسیمِ,NN,نسیم
پیچیدگیاں,NN,پيچيدہ
اجتناب,ADJ,اجتناب
اِرشاد,NN,اِرشاد
ٹیبلٹ,PN,ٹيبلٹ
آگئیں,NN,آگ
کزنز,NN,كزن
سختیاں,NN,سخت
چراتے,VB,چرا
چھپی,NN,چھپ
ایمبولینس,PN,ایمبولینس
تیرنے,VB,تير
اناڑی,NN,اناڑی
گزارہ,VB,گزارہ
ہسٹری,PN,ہسٹری
برابر,ADV,برابر
حاضرِ,NN,حاضر
ٹرخا,VB,ٹرخ
اوڑھنا,VB,اوڑھ
چغلی,NN,چغلی
فوارہ,NN,فوارہ
بحوالہ,PN,بحوالہ
کٹھ,NN,كٹھ
احکامِ,NN,حکم
المرسلین,PN,المرسلین
حلالہ,NN,حلالہ
گلفام,NN,گلفام
خداداد,NN,خداداد
رچا,VB,رچ
انہماک,NN,انہماک
سالار,PN,سالار
تیراہ,NN,تيراہ
بٹیر,NN,بٹیر
بخشے,NN,بخش
بوچھی,VB,بوچھی
شُکریہ,NN,شکریہ
مطیع,ADJ,مطیع
ریپبلکن,PN,ريپبلکن
ٹرپ,NN,ٹرپ
شہرہ,ADJ,شہرہ
گپٹل,PN,گپٹل
انجیل,PN,انجیل
ابتری,NN,ابتر
جنگجو,PN,جنگجو
زمزم,PN,زمزم
پشتون,ADJ,پشتون
تُجھ,NN,تُجھ
لذّت,NN,لذت
کانچ,PN,كانچ
تھوک,NN,تھوک
شبانہ,NN,شبانہ
ایماء,NN,ايماء
اَپ,NN,اَپ
ڈوبتا,VB,ڈوب
استاذ,PN,استاذ
مِرا,PN,مرا
تنہائیاں,NN,تنہا
موویز,PN,مووی
ٹریکٹر,NN,ٹریکٹر
ٹھنڈک,ADJ,ٹھنڈک
خلافتِ,NN,خلافت
تھارنگا,PN,تھارنگا
سلور,PN,سلور
چھیڑنا,VB,چھيڑ
لسی,ADJ,لسی
جود,NN,جود
ٹیکنیکل,PN,ٹیکنیکل
باؤ,NN,باؤ
چالو,NN,چالو
بتائیں,ADJ,بتا
جھنگوی,NN,جھنگوی
میونسپل,NN,میونسپل
لفاظی,NN,لفاظ
بھاگی,VB,بھاگ
جلیبیاں,NN,جليبی
انوار,ADJ,نور
قصوری,NN,قصوری
دتہ,ADJ,دتہ
بھکاری,NN,بھکاری
وٹامن,NN,وٹامن
خوشہ,NN,خوشہ
تنِ,NN,تن
باجوڑ,ADJ,باجوڑ
عِشق,NN,عشق
کنڈل,NN,كنڈل
حواشی,NN,حواشی
حضر,NN,حضر
جلیل,NN,جلیل
راشدہ,NN,راشدہ
محمّد,PN,محمد
